Name_of_disease,url,procedure_price,cred_procedure_price
Acne Scar Reduction Surgery,https://www.credihealth.com/procedures/acne-scar-reduction-surgery-cost-in-india,NA,NA
Fontan Procedure,https://www.credihealth.com/procedures/fontan-procedure-cost-in-india,NA,NA
Gastrectomy,https://www.credihealth.com/procedures/gastrectomy-cost-in-india,NA,NA
Spinal Angiography,https://www.credihealth.com/procedures/spinal-angiography-cost-in-india,NA,NA
Gall Bladder Stent Removal,https://www.credihealth.com/procedures/gall-bladder-stent-removal-cost-in-india,NA,NA
Meniscectomy,https://www.credihealth.com/procedures/meniscectomy-cost-in-india,NA,NA
Ureteroscopy,https://www.credihealth.com/procedures/ureteroscopy-cost-in-india,NA,NA
Ileostomy,https://www.credihealth.com/procedures/ileostomy-cost-in-india,NA,NA
Cryoplasty,https://www.credihealth.com/procedures/cryoplasty-cost-in-india,NA,NA
Ureterolysis For Retro Peritoneal Fibrosis,https://www.credihealth.com/procedures/ureterolysis-for-retro-peritoneal-fibrosis-cost-in-india,NA,NA
Neck Surgery,https://www.credihealth.com/procedures/neck-surgery-cost-in-india,NA,NA
Intracytoplasmic Morphologically Selected Sperm Injection,https://www.credihealth.com/procedures/intracytoplasmic-morphologically-selected-sperm-injection-cost-in-india,NA,NA
Pulmonary Thromboendarterectomy,https://www.credihealth.com/procedures/pulmonary-thromboendarterectomy-cost-in-india,NA,NA
Pacemaker Generator Replacement,https://www.credihealth.com/procedures/pacemaker-generator-replacement-cost-in-india,NA,NA
CRT-D,https://www.credihealth.com/procedures/crt-d-cost-in-india,NA,NA
Renal Cancer Treatment,https://www.credihealth.com/procedures/renal-cancer-treatment-cost-in-india,NA,NA
Testicular Sperm Aspiration,https://www.credihealth.com/procedures/testicular-sperm-aspiration-cost-in-india,NA,NA
Vascular Surgery for Spine,https://www.credihealth.com/procedures/vascular-surgery-for-spine-cost-in-india,NA,NA
Vulvectomy,https://www.credihealth.com/procedures/vulvectomy-cost-in-india,NA,NA
Spinal Extramedullary Tumor Resection,https://www.credihealth.com/procedures/spinal-extramedullary-tumor-resection-cost-in-india,NA,NA
CABG with VSD Closure,https://www.credihealth.com/procedures/cabg-with-vsd-closure-cost-in-india,NA,NA
Angioplasty with Angiography,https://www.credihealth.com/procedures/angioplasty-with-angiography-cost-in-india,NA,NA
CABG with LV Aneurysm Repair,https://www.credihealth.com/procedures/cabg-with-lv-aneurysm-repair-cost-in-india,NA,NA
Aneurysmectomy,https://www.credihealth.com/procedures/aneurysmectomy-cost-in-india,NA,NA
Anal Fistula,https://www.credihealth.com/procedures/anal-fistula-cost-in-india,NA,NA
Pyelolithotomy,https://www.credihealth.com/procedures/pyelolithotomy-cost-in-india,NA,NA
Scoliosis Correction,https://www.credihealth.com/procedures/scoliosis-correction-cost-in-india,NA,NA
Cervical Cancer,https://www.credihealth.com/procedures/cervical-cancer-cost-in-india,NA,NA
Ankle Replacement,https://www.credihealth.com/procedures/ankle-replacement-cost-in-india,NA,NA
ASD Closure High Risk,https://www.credihealth.com/procedures/asd-closure-high-risk-cost-in-india,NA,NA
CABG Ministernotomy,https://www.credihealth.com/procedures/cabg-ministernotomy-cost-in-india,NA,NA
CABG Redo,https://www.credihealth.com/procedures/cabg-redo-cost-in-india,NA,NA
Spinal Fusion for more than 2 levels,https://www.credihealth.com/procedures/spinal-fusion-for-more-than-2-levels-cost-in-india,NA,NA
CRT-P,https://www.credihealth.com/procedures/crt-p-cost-in-india,NA,NA
Cystoscopy Stent Removal,https://www.credihealth.com/procedures/cystoscopy-stent-removal-cost-in-india,NA,NA
Laparoscopic Ovarian Cystectomy Unilateral,https://www.credihealth.com/procedures/laparoscopic-ovarian-cystectomy-unilateral-cost-in-india,NA,NA
Trans Oral Decompression for Cranio Vertebral Junction Anomaly,https://www.credihealth.com/procedures/trans-oral-decompression-for-cranio-vertebral-junction-anomaly-cost-in-india,NA,NA
Therapeutic Stereotactic Procedures,https://www.credihealth.com/procedures/therapeutic-stereotactic-procedures-cost-in-india,NA,NA
Ureteroureterostomy,https://www.credihealth.com/procedures/ureteroureterostomy-cost-in-india,NA,NA
Lumbar Disc Replacement,https://www.credihealth.com/procedure/india/lumbar-disc-replacement-cost,NA,NA
Lung Cancer Surgery,https://www.credihealth.com/procedures/lung-cancer-surgery-cost-in-india,NA,NA
Intra Cytoplasmic Sperm Injection,https://www.credihealth.com/procedures/intra-cytoplasmic-sperm-injection-cost-in-india,NA,NA
Liver Abscess Drainage,https://www.credihealth.com/procedure/india/liver-abscess-drainage-cost,NA,NA
Brain Tumor Resection,https://www.credihealth.com/procedures/brain-tumor-resection-cost-in-india,NA,NA
Mini Craniotomy for Subdural Hematoma,https://www.credihealth.com/procedures/mini-craniotomy-for-subdural-hematoma-cost-in-india,NA,NA
Laparoscopic Radical Nephrectomy,https://www.credihealth.com/procedures/laparoscopic-radical-nephrectomy-cost-in-india,NA,NA
Clavicle Fracture,https://www.credihealth.com/procedures/clavicle-fracture-cost-in-india,NA,NA
Intracranial Angioplasty for Vasospasm,https://www.credihealth.com/procedures/intracranial-angioplasty-for-vasospasm-cost-in-india,NA,NA
Peripheral Artery Embolization,https://www.credihealth.com/procedures/peripheral-artery-embolization-cost-in-india,NA,NA
Microdiscectomy at Cervical Level,https://www.credihealth.com/procedures/microdiscectomy-at-cervical-level-cost-in-india,NA,NA
Microdiscectomy at Lumbar Level,https://www.credihealth.com/procedures/microdiscectomy-at-lumbar-level-cost-in-india,NA,NA
Open Reduction Internal Fixation,https://www.credihealth.com/procedures/open-reduction-internal-fixation-cost-in-india,NA,NA
Patellar Arthroscopy Ankle,https://www.credihealth.com/procedures/patellar-arthroscopy-ankle-cost-in-india,NA,NA
Operative Arthrotomy Wrist,https://www.credihealth.com/procedures/operative-arthrotomy-wrist-cost-in-india,NA,NA
Triple Pelvic Osteotomy,https://www.credihealth.com/procedures/triple-pelvic-osteotomy-cost-in-india,NA,NA
Operative Arthotomy Elbow,https://www.credihealth.com/procedures/operative-arthotomy-elbow-cost-in-india,NA,NA
Hemipelvectomy,https://www.credihealth.com/procedures/hemipelvectomy-cost-in-india,NA,NA
Reimplantation of Ureter Unilateral,https://www.credihealth.com/procedures/reimplantation-of-ureter-unilateral-cost-in-india,NA,NA
Endopyelotomy,https://www.credihealth.com/procedures/endopyelotomy-cost-in-india,NA,NA
Iliac Lymph Node Dissection,https://www.credihealth.com/procedures/iliac-lymph-node-dissection-cost-in-india,NA,NA
Laparoscopic Sacrocervicoplexy,https://www.credihealth.com/procedures/laparoscopic-sacrocervicoplexy-cost-in-india,NA,NA
Ileal Replacement of Ureter,https://www.credihealth.com/procedures/ileal-replacement-of-ureter-cost-in-india,INR 70000,INR 70000
Reimplantation of Ureter Bilateral,https://www.credihealth.com/procedures/reimplantation-of-ureter-bilateral-cost-in-india,NA,NA
Microsurgical Varicocelectomy,https://www.credihealth.com/procedures/microsurgical-varicocelectomy-cost-in-india,NA,NA
Percutaneous Nephrostomy,https://www.credihealth.com/procedures/percutaneous-nephrostomy-cost-in-india,NA,NA
Tarsorrhaphy,https://www.credihealth.com/procedures/tarsorrhaphy-cost-in-india,NA,NA
Fundus Photograhy,https://www.credihealth.com/procedures/fundus-photograhy-cost-in-india,NA,NA
Pterygium Repair,https://www.credihealth.com/procedures/pterygium-repair-cost-in-india,NA,NA
Lacrimal Abscess Drainage,https://www.credihealth.com/procedures/lacrimal-abscess-drainage-cost-in-india,NA,NA
Laser Photocoagulation,https://www.credihealth.com/procedures/laser-photocoagulation-cost-in-india,NA,NA
Drainage of Pelvic Abscess by Transrectal Approach,https://www.credihealth.com/procedures/drainage-of-pelvic-abscess-by-transrectal-approach-cost-in-india,NA,NA
Plastic Repair of Introitus,https://www.credihealth.com/procedures/plastic-repair-of-introitus-cost-in-india,NA,NA
Colpoperineorrhaphy,https://www.credihealth.com/procedures/colpoperineorrhaphy-cost-in-india,NA,NA
Open Burch Colposuspension,https://www.credihealth.com/procedures/open-burch-colposuspension-cost-in-india,NA,NA
Microdissection Testicular Sperm Extraction,https://www.credihealth.com/procedures/microdissection-testicular-sperm-extraction-cost-in-india,NA,NA
Intestinal Fistula Repair,https://www.credihealth.com/procedure/india/intestinal-fistula-repair-cost,NA,NA
Cautery of Cervix,https://www.credihealth.com/procedures/cautery-of-cervix-cost-in-india,NA,NA
Laparoscopic Ovarian Cystectomy Bilateral,https://www.credihealth.com/procedures/laparoscopic-ovarian-cystectomy-bilateral-cost-in-india,NA,NA
Triscupid Valve Repair,https://www.credihealth.com/procedures/triscupid-valve-repair-cost-in-india,NA,NA
C Section Pre Term Delivery,https://www.credihealth.com/procedures/c-section-pre-term-delivery-cost-in-india,NA,NA
Drainage of Pseudopancreatic Cyst,https://www.credihealth.com/procedures/drainage-of-pseudopancreatic-cyst-cost-in-india,NA,NA
Esophageal Foreign Body Removal,https://www.credihealth.com/procedures/esophageal-foreign-body-removal-cost-in-india,NA,NA
Bladder Neck Reconstruction,https://www.credihealth.com/procedures/bladder-neck-reconstruction-cost-in-india,NA,NA
CABG with Carotid Endarterectomy,https://www.credihealth.com/procedures/cabg-with-carotid-endarterectomy-cost-in-india,NA,NA
Retroperitoneal Tumor Excision,https://www.credihealth.com/procedures/retroperitoneal-tumor-excision-cost-in-india,NA,NA
Laparoscopic Removal of Endometrioma,https://www.credihealth.com/procedures/laparoscopic-removal-of-endometrioma-cost-in-india,INR 586000,INR 586000
Brain Abscess Drainage,https://www.credihealth.com/procedures/brain-abscess-drainage-cost-in-india,NA,NA
CABG with Double Valve Repair,https://www.credihealth.com/procedures/cabg-with-double-valve-repair-cost-in-india,NA,NA
Cholecystojejunostomy,https://www.credihealth.com/procedures/cholecystojejunostomy-cost-in-india,NA,NA
Cryocautery of Cervix,https://www.credihealth.com/procedures/cryocautery-of-cervix-cost-in-india,NA,NA
Anal Sphincter Repair,https://www.credihealth.com/procedures/anal-sphincter-repair-cost-in-india,NA,NA
Bilateral Ureteroscopic Stone Removal,https://www.credihealth.com/procedures/bilateral-ureteroscopic-stone-removal-cost-in-india,NA,NA
Decortication Empyema,https://www.credihealth.com/procedures/decortication-empyema-cost-in-india,NA,NA
Phakic IOL Implantation,https://www.credihealth.com/procedures/phakic-iol-implantation-cost-in-india,NA,NA
Pancreatic Abscess Drainage,https://www.credihealth.com/procedures/pancreatic-abscess-drainage-cost-in-india,NA,NA
Perianal Abscess Drainage,https://www.credihealth.com/procedures/perianal-abscess-drainage-cost-in-india,NA,NA
Pleurectomy or Decortication,https://www.credihealth.com/procedures/pleurectomy-or-decortication-cost-in-india,NA,NA
Normal Delivery Twin Baby,https://www.credihealth.com/procedures/normal-delivery-twin-baby-cost-in-india,NA,NA
Liver Cirrhosis Treatment,https://www.credihealth.com/procedures/liver-cirrhosis-cost-in-india,NA,NA
ORIF for Pelvic and Acetabular Fracture,https://www.credihealth.com/procedures/orif-for-pelvic-and-acetabular-fracture-cost-in-india,NA,NA
Microdiscectomy,https://www.credihealth.com/procedures/microdiscectomy-cost-in-india,NA,NA
Open Partial Nephrectomy,https://www.credihealth.com/procedures/open-partial-nephrectomy-cost-in-india,NA,NA
Vasectomy,https://www.credihealth.com/procedures/vasectomy-cost-in-india,NA,NA
Ross Procedure,https://www.credihealth.com/procedures/ross-procedure-cost-in-india,NA,NA
Circumcision,https://www.credihealth.com/procedures/circumcision-cost-in-india,NA,NA
Laparoscopic Burch Colposuspension,https://www.credihealth.com/procedures/laparoscopic-burch-colposuspension-cost-in-india,NA,NA
Laparoscopic Renal Cyst Deroofing,https://www.credihealth.com/procedures/laparoscopic-renal-cyst-deroofing-cost-in-india,NA,NA
Tubotubal Anastomosis,https://www.credihealth.com/procedures/tubotubal-anastomosis-cost-in-india,NA,NA
Tympanoplasty,https://www.credihealth.com/procedures/tympanoplasty-cost-in-india,NA,NA
Mesenteric Cyst Excision,https://www.credihealth.com/procedure/india/mesenteric-cyst-excision-cost,NA,NA
Common Bile Duct Exploration,https://www.credihealth.com/procedures/common-bile-duct-exploration-cost-in-india,NA,NA
Esophagocoloplasty,https://www.credihealth.com/procedures/esophagocoloplasty-cost-in-india,NA,NA
Open Duodenojejunostomy,https://www.credihealth.com/procedures/open-duodenojejunostomy-cost-in-india,NA,NA
Cholangiojejunostomy,https://www.credihealth.com/procedures/cholangiojejunostomy-cost-in-india,NA,NA
Nose Infection,https://www.credihealth.com/procedures/nose-infection-cost-in-india,NA,NA
Varicocelectomy,https://www.credihealth.com/procedures/varicocelectomy-cost-in-india,NA,NA
Botox,https://www.credihealth.com/procedures/botox-cost-in-india,NA,NA
Surgical Sperm Retrieval,https://www.credihealth.com/procedures/surgical-sperm-retrieval-cost-in-india,NA,NA
Reconstructive Surgery,https://www.credihealth.com/procedures/reconstructive-surgery-cost-in-india,NA,NA
Urethrotomy,https://www.credihealth.com/procedures/urethrotomy-cost-in-india,NA,NA
Laminectomy,https://www.credihealth.com/procedures/laminectomy-cost-in-india,NA,NA
Mole Cyst Excision,https://www.credihealth.com/procedures/mole-cyst-excision-cost-in-india,NA,NA
Brain Spectroscopy,https://www.credihealth.com/procedures/brain-spectroscopy-cost-in-india,NA,NA
Abortion Surgery,https://www.credihealth.com/procedures/abortion-surgery-cost-in-india,NA,NA
Gynecologic Cancer Screening,https://www.credihealth.com/procedures/gynecologic-cancer-screening-cost-in-india,NA,NA
Fissure Treatment,https://www.credihealth.com/procedures/fissure-treatment-cost-in-india,NA,NA
Prostate Biopsy,https://www.credihealth.com/procedures/prostate-biopsy-cost-in-india,NA,NA
Tuberculosis,https://www.credihealth.com/procedures/tuberculosis-cost-in-india,NA,NA
Biopsy,https://www.credihealth.com/procedures/biopsy-cost-in-india,NA,NA
Colon Polypectomy,https://www.credihealth.com/procedures/colon-polypectomy-cost-in-india,NA,NA
Hysteroscopic Polypectomy,https://www.credihealth.com/procedures/hysteroscopic-polypectomy-cost-in-india,NA,NA
Uterine Cancer,https://www.credihealth.com/procedures/uterine-cancer-cost-in-india,NA,NA
Frenotomy,https://www.credihealth.com/procedures/frenotomy-cost-in-india,NA,NA
Liver Cancer,https://www.credihealth.com/procedures/liver-cancer-cost-in-india,NA,NA
Bone Cancer,https://www.credihealth.com/procedures/bone-cancer-cost-in-india,NA,NA
Gastrointestinal Cancer,https://www.credihealth.com/procedures/gastrointestinal-cancer-cost-in-india,NA,NA
Gynecological Cancer,https://www.credihealth.com/procedures/gynecological-cancer-cost-in-india,NA,NA
Embolization of Haemangiomas or AVMS,https://www.credihealth.com/procedures/embolization-of-haemangiomas-or-avms-cost-in-india,NA,NA
Implant Removal Surgery,https://www.credihealth.com/procedures/implant-removal-surgery-cost-in-india,NA,NA
Deep Brain Stimulation,https://www.credihealth.com/procedures/insertion-of-tissue-expander-into-nipple-cost-in-india,NA,NA
Chest Wall Tumor Excision,https://www.credihealth.com/procedures/chest-wall-tumor-excision-cost-in-india,NA,NA
Turbinoplasty,https://www.credihealth.com/procedures/turbinoplasty-cost-in-india,NA,NA
Oral Biopsy,https://www.credihealth.com/procedures/oral-biopsy-cost-in-india,NA,NA
C-Section,https://www.credihealth.com/procedures/c-section-cost-in-india,NA,NA
Bullectomy,https://www.credihealth.com/procedures/bullectomy-cost-in-india,NA,NA
Nasal Polypectomy,https://www.credihealth.com/procedures/nasal-polypectomy-cost-in-india,NA,NA
Fetal Echocardiography,https://www.credihealth.com/procedures/fetal-echocardiography-cost-in-india,NA,NA
Surgery for Cerbral Arteriovenous Malformation,https://www.credihealth.com/procedures/surgery-for-cerbral-arteriovenous-malformation-cost-in-india,NA,NA
Glaucoma Valve Surgery,https://www.credihealth.com/procedures/glaucoma-valve-surgery-cost-in-india,NA,NA
Hip Resurfacing,https://www.credihealth.com/procedures/hip-resurfacing-cost-in-india,NA,NA
Bone Marrow Biopsy,https://www.credihealth.com/procedures/bone-marrow-biopsy-cost-in-india,NA,NA
